,0,1,2
0,0.0,0.0,0.0
1,-0.0001769329470209588,-3.7459664172400835e-05,1.1753864970597962e-05
2,-0.0002447477464868334,-0.00023362576451759666,-0.00018126995626159057
3,-2.720420872836301e-05,-4.078997825635131e-05,0.00020220122043327024
4,-0.00012321544808517116,-0.0002553223845583876,-4.430936229002171e-05
5,-0.00023748795317273517,8.828558603829354e-05,-4.712369431556746e-05
6,-0.0002133722676044426,-0.0001892601623331644,-0.00010604479199616981
7,-0.00011879556100120848,-0.0002042336643069153,-0.00035738867487341864
8,-0.00032965601717437304,-0.0003221214257500462,-0.0002486807822769722
9,-0.00023580827414570885,-5.455598121004981e-05,-0.00016540563013413013
10,-0.0003456675424655883,-1.735742082525655e-05,-0.0004935374944094845
11,-0.0002486414870512851,-2.6763405698581894e-05,-0.0003538987219949136
12,-0.0002892228155787716,-0.00010273555763629615,-0.0002181422150123449
13,-0.0003037105783570747,-0.00029319056468344196,-0.00031497314715015867
14,-0.00029844849429832795,-0.00038188759928144134,-0.000418405128957926
15,-0.00023140263029070279,-0.0001782167823859539,-0.00021943381570280272
16,-0.0002333734836061094,-0.00014732042220802748,-0.0003169231111810706
17,-7.071400464478753e-05,-0.00010174400899549355,-0.00025511207300978473
18,4.232910617897861e-05,-4.9576077878704314e-05,-4.082434299077181e-05
19,-0.00023664509759541673,-0.000144189748401434,-9.858328334775052e-05
20,-0.0002480981222434762,-0.00016554625594932676,-2.3363362527882808e-05
21,-0.00010189139725646883,6.831326510469381e-06,-9.48722631380525e-05
22,-3.559148920749891e-05,2.224696247160509e-05,-0.00021427619536260018
23,0.00013121567926259198,9.610825785461019e-06,-0.00020569644871302415
24,9.604084095047455e-05,5.774954961795201e-05,-3.461361673602972e-05
25,8.078628249718472e-05,0.00019066792651329257,-0.000127403401613334
26,-3.4298355279160572e-06,0.00019994592852953883,9.891961995886126e-06
27,0.00024304472811653016,0.00033318478145124165,0.00010970036645310328
28,0.0002672677985494235,0.00020688261794588395,-0.00013625569121209304
29,8.528882133042922e-05,0.00026005502338989715,-0.0001231044433955897
30,4.560072059014335e-05,0.00033181678484961886,3.406370028419801e-05
31,0.00019892739245612207,0.00018577884469062923,0.00013857388666056584
32,0.00021963454836437888,0.00024882612018827834,2.262761587876476e-05
33,0.00031277246028111987,0.0003634127224928143,0.00013752261210991235
34,0.0002414986776535571,0.00043244010646014547,4.29863994801232e-05
35,0.0002870101544787222,0.0003866469644163645,0.00017387512257703846
36,0.0002122624552609205,0.0003492397537542538,0.0002222691962974453
37,0.00026647118942438406,0.0002962092946210502,0.00010443552235538003
38,0.00032537810559364177,0.0002589693036989778,0.00017552992493094044
39,0.00037631682671361404,0.00034361612677230157,-0.00011087827602902149
40,0.0004536264075232499,0.000537598103940138,0.0002306550337317243
41,0.0002869885343276708,0.000366568091785118,0.00027623231385954876
42,0.000281509713844226,0.00035061467302279284,0.0001997477242655087
43,0.00025887560934681995,0.0003462585268689169,0.00024161709997438518
44,0.00043266980738206756,0.00029107659482702393,9.719141645410162e-05
45,0.0004120005506494315,0.000382566054386458,7.544047846384534e-05
46,0.0004347826635370186,0.0004335267457984491,-6.042403739363192e-05
47,0.000506242481131066,0.0006288648316487722,-4.84571707285923e-05
48,0.0003401821085361363,0.0006879269838773877,-0.0003151843731151185
49,0.00039401735195356,0.0007165944351481806,-0.00029151538391341864
50,0.00038964106636533297,0.0006059800304261884,-0.0003296071235718446
51,0.0003532839538223573,0.0005261038824633454,-0.0004485060314262982
52,0.0002504680915625876,0.0005580568795379003,-0.0006544650090985213
53,0.00047081665079414664,0.0006022938009996211,-0.0005653187529003235
54,0.0001239683430787758,0.0005359490917791233,-0.0010261643355696825
55,0.0002085686058384828,0.0006095724305064977,-0.0011385896989852067
56,0.0003013534140733909,0.0006043430243040989,-0.0008549488182999962
